CustomerID,Age,Education,EmploymentType,EmploymentSector,EmploymentLengthYears,MonthlyIncome,MaritalStatus,Dependents,PropertyOwnership,CreditScore,ExistingLoans,MonthlyDebt,YearsWithBank,HasSavingsAccount,HasCheckingAccount,LoanPurpose,LoanAmount,LoanTermMonths,InterestRate,LoanDefault,LoanPurposeDescription
933,60,Associate,Part-Time,Retail,3,4895.123777386949,Divorced,1,Own with Mortgage,656,2,1800.510382244805,2,1,1,Business,139466.44973111092,360,10.955531502486913,1,I need a business loan to expand my business.
934,64,Bachelor,Full-Time,Other,30,11985.515096601976,Single,1,Own with Mortgage,663,0,3638.802405595421,8,1,1,Home Improvement,18091.58540136527,36,9.144703802117583,0,Applying for financing to cover the cost of the project.
935,68,Below High School,Full-Time,Other,14,2814.665386132475,Divorced,1,Own with Mortgage,607,2,1281.1172356188495,17,1,1,Business,96024.11843362867,120,13.813544290124003,1,Seeking financing to start my own car company.
936,33,Master,Self-Employed,Technology,7,16584.047745857108,Married,2,Own with Mortgage,696,1,4026.480405747212,15,1,1,Personal,24641.07758822818,60,10.786132360144462,0,Need funds for the new year.
937,29,Bachelor,Contract,Construction,10,7973.727985144761,Single,0,Own with Mortgage,698,2,1509.5726431157377,2,1,1,Personal,12744.696480227482,48,10.549949119667989,0,Need funds for a new home.
938,64,Master,Full-Time,Construction,10,7474.929214,Married,0,Own with Mortgage,739,0,1766.3112130353895,14,0,0,Personal,27937.146078299756,60,6.909964804,0,Need funds for the project.
939,63,Below High School,Full-Time,Services,31,6637.911464267689,Married,3,Own Outright,802,1,765.6731863344195,0,1,0,Car Loan,27404.873207756922,60,5.852802031334184,0,"Looking to finance a car because itâ€™s a good idea to use a car,â€ he said."
940,27,Master,Full-Time,Technology,6,11080.621421102653,Widowed,2,Rent,759,1,800.4834766491045,1,1,1,Medical,26704.23238,48,3.9063449686717697,0,"I need a personal loan for my children,â€ he said."
941,66,Master,Full-Time,Other,24,10624.69017786091,Married,2,Living with Parents,725,0,2574.576969724629,6,1,0,Home Improvement,28323.121564241803,60,7.591628146,0,Applying for financing to cover costs of the project.
942,45,Below High School,Contract,Education,6,7684.582125,Divorced,0,Own Outright,758,1,1654.4722272314343,11,1,1,Debt Consolidation,25079.054943989464,60,3.519911011863628,0,"I want to consolidate my debts to the people of the United States, and I want to make sure that we have the resources to make sure that we have the"
943,47,Associate,Full-Time,Manufacturing,4,8309.602857245989,Married,2,Own Outright,823,1,1139.2592246575257,6,1,1,Business,83117.38894379887,360,5.347566394469897,0,I need a business loan to expand my business.
944,50,PhD,Full-Time,Manufacturing,13,12678.13593383464,Widowed,0,Own with Mortgage,686,2,2371.899206739574,1,1,1,Education,98796.71106629622,120,7.517289933270433,0,Need funding for my education in the US.
945,63,Bachelor,Part-Time,Technology,37,7681.595306754829,Divorced,2,Own Outright,701,2,2413.9103252334976,10,0,1,Business,157485.3718319641,360,8.223455959,0,Applying for business credit to a business credit card is a form of payment that is not required by law to be approved by the Federal Trade Commission.
946,25,Bachelor,Part-Time,Government,4,7300.147837995172,Single,1,Rent,631,3,2916.1076742079445,7,1,0,Medical,18884.08877344078,48,10.913818965325195,0,I need a personal loan for my children.
947,30,Master,Full-Time,Healthcare,2,10379.729174397944,Married,4,Living with Parents,767,1,2590.643618965846,4,0,0,Car Loan,27274.913540809855,60,4.504827284023105,0,Applying for auto financing to purchase a car.
948,68,High School,Full-Time,Healthcare,7,3935.0236515653933,Widowed,0,Own with Mortgage,706,1,1102.2487264431882,20,0,0,Car Loan,49810.36962,72,6.274311787481405,0,Applying for auto financing to purchase an investment in a company.
949,37,High School,Full-Time,Other,3,8913.266848584577,Divorced,1,Own with Mortgage,739,1,3017.380774093957,19,1,1,Personal,5448.6419642122955,48,7.478888099184227,0,Need funds for the project.
950,30,High School,Full-Time,Education,3,5085.363014230261,Married,1,Own with Mortgage,738,2,1759.2028308484182,2,1,1,Education,60956.26221025638,60,7.4630260164781586,0,Applying for student financing for the schoolâ€¬s financial aid program is a major step forward for the district.
951,49,Below High School,Full-Time,Finance,1,7383.948279439025,Single,0,Own Outright,680,0,1188.3276417825011,7,1,0,Home Improvement,7770.199054495176,60,7.832540946473066,0,Need funds for a new project.
952,54,Associate,Full-Time,Retail,34,4408.223884550018,Married,2,Rent,665,0,1218.7921316863558,26,1,1,Wedding,24443.19775169483,24,10.45702429893678,1,I need a personal loan for the next five years.
953,41,Master,Part-Time,Government,7,10959.150775016118,Married,1,Own with Mortgage,746,0,3974.285970156846,20,1,1,Vacation,26682.35502399506,36,8.011039985091017,0,Applying for financing to cover costs for the acquisition.
954,43,High School,Full-Time,Healthcare,24,11853.715656746379,Single,0,Own with Mortgage,701,2,2941.0405270792585,18,1,1,Medical,25414.985986789427,60,6.630833288274722,0,I need a personal loan for me.
955,34,High School,Full-Time,Services,8,8762.618598227364,Married,0,Rent,664,3,2964.784214,6,0,1,Wedding,14406.489638272895,12,10.220014205746029,1,Applying for financing to cover the cost of the project.
956,63,Master,Part-Time,Technology,11,4650.0172799311185,Married,3,Own with Mortgage,755,0,1006.6018325182076,20,1,1,Medical,25141.22013408355,36,4.065197677526407,0,Need funds for the team to provide the necessary funds.
957,26,Master,Full-Time,Government,2,8101.753092462317,Single,0,Rent,665,4,2046.4964044194007,3,1,1,Car Loan,49383.25159180122,36,8.892494596660097,0,Applying for auto financing to purchase an apartment.
958,23,Bachelor,Full-Time,Services,4,4209.2610533612615,Single,0,Rent,535,3,2252.637035465393,4,1,0,Personal,11906.408640044214,36,17.37815432991265,1,"Applying for financing to cover the costs of the project, the company has been working on an interim plan to cover the costs of the project."
959,28,Associate,Full-Time,Education,6,9653.212382,Single,0,Living with Parents,739,0,2189.4425949308306,1,1,0,Medical,14250.613103570398,48,7.8700445246796455,0,I need a personal loan for a lot of people.
960,25,Bachelor,Full-Time,Finance,4,6524.829497280791,Single,1,Living with Parents,750,2,1113.6504954009426,0,1,1,Home Improvement,28272.18430152021,12,5.889789773607104,0,"Applying for financing to cover the cost of the new school,â€ he said."
961,24,High School,Part-Time,Healthcare,5,942.3103744540003,Single,0,Living with Parents,501,4,508.32418538167394,5,0,1,Debt Consolidation,34050.74816423426,48,19.621796228919195,1,"Applying for debt consolidation to reduce the deficit,â€ said the U."
962,50,Associate,Full-Time,Government,31,4247.848851528789,Divorced,2,Own with Mortgage,707,1,1223.0669276529793,10,1,1,Debt Consolidation,19253.689189259538,60,6.952137627881138,1,Applying for debt consolidation to reduce the amount of debt that is owed to the government.
963,24,Associate,Full-Time,Healthcare,3,3539.371608760702,Single,0,Rent,649,3,1443.885792,4,1,1,Medical,7807.608610280479,36,12.55194082317319,0,I need a personal loan for a few years.
964,21,Associate,Part-Time,Healthcare,0,1526.9849008057265,Married,0,Own Outright,580,1,694.9708837254523,3,1,0,Home Improvement,18627.63820651749,24,14.591866471029652,0,"Applying for financing to cover expenses,â€ said the statement."
965,62,High School,Self-Employed,Government,10,6300.232254964751,Married,2,Living with Parents,676,1,1775.4568920328848,3,1,1,Education,45267.24668,84,7.881126598933637,0,"I need an education loan to pursue a career in journalism, and I have no idea what that means."
966,22,High School,Unemployed,Finance,0,140.76411810027335,Widowed,1,Living with Parents,449,3,76.43468872584442,4,1,1,Vacation,28770.019611861277,36,19.01224149348461,1,Need funds for the project.
967,39,Below High School,Full-Time,Retail,20,5178.713320290948,Married,3,Living with Parents,692,1,1885.6701084533947,13,1,1,Business,59180.546845087854,180,10.280510020991576,1,"Seeking financing to start my own business, Iâ€™m sure Iâ€™ll have to wait a little longer to get started."
968,55,High School,Full-Time,Construction,0,6452.423681726648,Married,1,Own Outright,780,1,1104.2668087157615,29,1,0,Business,146076.18392814777,360,5.6727476718118215,1,Applying for business credit to the business is the same as the business credit.
969,64,Bachelor,Full-Time,Government,4,9199.408995088585,Single,0,Rent,714,0,2511.824222782715,18,1,0,Home Improvement,16777.14142564369,12,8.053598832845758,1,I need a personal loan for my family.
970,45,Associate,Full-Time,Finance,24,5180.640779999538,Single,0,Own Outright,666,0,1050.9551589739124,19,1,0,Business,82312.03663113507,240,10.616845482589632,0,Seeking financing to start my own business.
971,21,Master,Full-Time,Other,0,3286.475790331615,Single,0,Own with Mortgage,674,4,597.8174909946183,1,1,0,Home Improvement,28976.005411181177,48,9.344810047183739,1,I need a personal loan for me.
972,43,High School,Full-Time,Finance,10,5052.822613368142,Married,0,Living with Parents,659,0,1310.1885618874965,21,1,0,Vacation,27887.84193229785,60,9.636416334527851,0,"Applying for financing to cover the costs of the project, the company is now looking to reduce the cost of the project to $3."
973,47,Bachelor,Full-Time,Retail,8,6758.1739395828035,Married,1,Own Outright,838,2,355.3545553,1,0,1,Personal,10667.266301873093,12,4.378855650124245,0,Need funds for the next few months.
974,26,Bachelor,Full-Time,Retail,4,7661.930272561919,Married,2,Rent,645,2,3863.0429078968587,7,1,1,Vacation,27801.58735209409,36,10.84526383586738,1,Need funds for the next year.
975,38,High School,Part-Time,Construction,18,2828.946510826764,Married,3,Own Outright,635,0,1252.8772366790529,10,1,1,Home Improvement,22598.653378462735,60,12.499045084173005,0,Applying for financing to cover the cost of the project.
976,43,Master,Self-Employed,Technology,15,15543.771010988108,Single,0,Own Outright,762,0,3615.1467742786945,14,0,1,Car Loan,34799.08602,48,3.8489971683995003,0,I need a car loan to buy a vehicle for my family.
977,20,Associate,Self-Employed,Technology,0,3267.0046131083536,Single,0,Living with Parents,675,2,868.3001685926292,1,1,1,Debt Consolidation,17530.589586810784,48,10.38318588529693,0,Need to refinance existing loans because they don't have a loan.
978,22,Below High School,Part-Time,Healthcare,2,687.1102859484266,Single,0,Own with Mortgage,548,2,396.47887475389774,3,1,0,Home Purchase,41868.69410283145,240,17.451582287786977,1,Looking to buy a house for my family because I want to have a family.
979,41,High School,Self-Employed,Other,10,6631.089369561476,Married,3,Own with Mortgage,679,3,1149.2862302378066,16,0,0,Home Improvement,29095.57902196184,12,8.031213934478856,0,
980,59,High School,Self-Employed,Retail,8,8943.480738339249,Widowed,0,Own Outright,757,1,602.9565333742935,6,1,0,Medical,20426.662902945034,24,4.363057857004231,0,"I need a personal loan for me,â€ she said."
981,25,Master,Full-Time,Technology,0,9808.643625195893,Married,2,Rent,747,1,2044.0412955792485,6,1,1,Medical,6704.665494136568,24,7.16664871,1,"I need a personal loan for my son to be able to afford the rent,â€ he said."
982,60,Bachelor,Full-Time,Government,19,10173.968325788297,Married,2,Own Outright,728,0,2032.9377717388465,0,1,1,Debt Consolidation,44486.15209945168,36,5.541236662034036,0,I want to consolidate my debts to make sure I can keep my house in good condition.
983,43,High School,Part-Time,Healthcare,20,5017.456027029135,Married,0,Rent,602,1,1585.7109135469352,20,0,1,Wedding,25909.23232525216,60,13.479036998270754,1,"Need funds for the new game, which has been in development for a while now."
984,63,High School,Full-Time,Technology,26,3767.1612709644555,Single,0,Own Outright,700,0,587.0669688655116,4,0,1,Car Loan,41467.47648825619,60,8.512356701904292,0,Looking to finance a car because itâ€™s the most expensive car in the world.
985,45,Master,Self-Employed,Manufacturing,4,28457.17705489595,Divorced,0,Own Outright,791,2,1675.0452814804112,19,1,1,Wedding,13014.847677007943,12,5.303673844678718,1,"Need funds for a new project, the project is currently in the process of getting the project approved."
986,69,Bachelor,Full-Time,Finance,25,10964.722412327106,Divorced,2,Own with Mortgage,702,0,2576.0799595430517,3,0,0,Business,104733.35237651903,180,7.129064292600292,0,Applying for business credit to a client is a fine business plan.
987,52,Associate,Full-Time,Retail,25,6989.416002995638,Married,3,Own with Mortgage,735,0,1501.9237736435932,21,1,1,Car Loan,30294.85599829673,48,5.719244686081045,0,Looking to finance a car because it is a better option.
988,24,Below High School,Unemployed,Other,0,2673.5317963985426,Single,0,Own Outright,582,4,1245.645920950037,5,0,0,Car Loan,34533.79544257834,72,19.59540463033583,1,Looking to finance a car because itâ€™s a good idea.
989,32,High School,Full-Time,Healthcare,9,6423.934582613473,Divorced,1,Rent,703,1,1136.8620546494722,3,1,0,Vacation,5785.729642168356,24,6.443067943,0,Applying for financing to cover the cost of the project.
990,44,Bachelor,Full-Time,Services,13,17392.09973743164,Married,0,Own with Mortgage,692,1,5220.280227419078,8,1,1,Home Purchase,479306.3747183227,240,9.834400309468176,0,Need mortgage financing for the first time.
991,18,Associate,Part-Time,Finance,0,911.8568012931931,Single,1,Own with Mortgage,594,2,347.3700229909864,0,1,1,Home Purchase,60419.75763635506,240,13.212982197418977,1,I am applying for a home loan to purchase a new home.
992,61,PhD,Full-Time,Services,35,14826.138637490889,Married,4,Own Outright,846,2,1705.9780243223006,12,1,0,Home Purchase,297592.7998013636,180,4.118860717545115,1,"Looking to buy a house for my family because I want to be a part of the family, I have to be able to have a home for my children."
993,20,High School,Contract,Healthcare,1,2404.443146812994,Single,0,Rent,562,2,1093.1507103975339,1,1,1,Personal,24759.20562162719,36,14.041614749899194,1,Applying for financing to cover the cost of the project.
994,44,Master,Full-Time,Construction,6,7797.363436521529,Single,0,Living with Parents,727,2,2811.399322142364,18,1,1,Vacation,18724.511236041046,12,5.601007534641618,0,Need funds for a new game.
995,19,High School,Full-Time,Education,0,2642.298908183725,Single,0,Own with Mortgage,554,2,913.9324741414595,1,0,1,Car Loan,28826.177129686344,60,13.270690308131671,1,Applying for auto financing to purchase a new car.
996,50,Bachelor,Unemployed,Education,0,2290.3443118440305,Single,0,Own with Mortgage,596,0,1232.6716715688592,17,1,1,Personal,25720.360467794995,24,15.710299988278022,1,Applying for financing to cover the cost of the project.
997,19,High School,Self-Employed,Technology,0,3503.489889,Single,0,Own with Mortgage,657,1,907.2522776831694,1,1,1,Home Purchase,149526.24618767592,120,9.299824189985685,1,I am applying for a home loan to purchase a house in the United States.
998,59,High School,Unemployed,Other,0,3494.953690197938,Single,2,Own with Mortgage,546,3,2301.6821242762207,9,0,0,Home Improvement,29032.882204622685,60,19.153500361596922,1,Need funds for the purchase of the game.
999,31,Bachelor,Full-Time,Healthcare,10,12564.097436149706,Married,3,Own with Mortgage,766,0,1143.337415026671,11,0,1,Vacation,14480.71462409501,24,5.3039913768781926,0,Applying for financing to cover the costs of the project.
